STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,MEASURE,,SECTOR,,STANDARD_REVENUE,,CTRY_SPECIFIC_REVENUE,,UNIT_MEASURE,,FREQ,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,REVENUE_CODE,,DECIMALS,,CURRENCY,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2014,,1.639,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2015,,1.678,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2016,,1.767,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2017,,1.779,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2018,,1.762,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2019,,1.752,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2020,,1.821,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2021,,1.699,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,SLV,,TAX_REV,,S13,,T_2200,,_T,,PT_B1GQ,,A,,2022,,1.665,,A,,0,,2200,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1991,,0.722,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1992,,0.471,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1993,,0.608,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1994,,0.661,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1995,,0.71,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1996,,0.724,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1997,,0.468,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1998,,0.035,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,1999,,0.023,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2000,,0.017,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2001,,0.017,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2002,,0.017,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2003,,0.016,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2004,,0.223,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2005,,0.215,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2006,,0.245,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2007,,0.247,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2008,,0.21,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2009,,0.214,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2010,,0.226,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2011,,0.221,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2012,,0.21,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2013,,0.241,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2014,,0.232,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2015,,0.222,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2016,,0.219,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2017,,0.216,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2018,,0.234,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2019,,0.284,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2020,,0.322,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2021,,0.357,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,NIC,,TAX_REV,,S13,,T_4000,,_T,,PT_B1GQ,,A,,2022,,0.323,,A,,0,,4000,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1990,,0.012,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1991,,0.009,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1992,,0.009,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1993,,0.01,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1994,,0.01,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1995,,0.008,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1996,,0.011,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1997,,0.021,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1998,,0.018,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,1999,,0.025,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2000,,0.029,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2001,,0.036,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2002,,0.04,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2003,,0.039,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2004,,0.036,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2005,,0.158,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2006,,0.134,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2007,,0.041,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2008,,0.033,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2009,,0.027,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2010,,0.028,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2011,,0.028,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2012,,0.029,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2013,,0.058,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2014,,0.054,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2015,,0.055,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2016,,0.054,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2017,,0.057,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2018,,0.06,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2019,,0.064,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2020,,0.064,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2021,,0.077,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,DOM,,TAX_REV,,S13,,T_4100,,_T,,PT_B1GQ,,A,,2022,,0.071,,A,,0,,4100,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1990,,0.208,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1991,,0.281,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1992,,0.214,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1993,,0.174,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1994,,0.15,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1995,,0.151,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1996,,0.137,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1997,,0.134,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1998,,0.141,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,1999,,0.15,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2000,,0.768,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2001,,0.87,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2002,,0.88,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2003,,0.945,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2004,,0.979,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2005,,1.064,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2006,,1.086,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2007,,1.109,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2008,,1.056,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2009,,1.043,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2010,,0.954,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2011,,1.035,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2012,,1.026,,A,,0,,1110,,1,,_Z,
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_LAC@DF_RSLAC(1.1),,I,COL,,TAX_REV,,S13,,T_1110,,_T,,PT_B1GQ,,A,,2013,,1.092,,A,,0,,1110,,1,,_Z,
