country,year,step,unit,variable,group,value
ARG,2008,pon,pch,hea_sh,b50,.1555660963058472
ARG,2008,pon,pch,hea_sh,m40,.0360398814082146
ARG,2008,pon,pch,hea_sh,t1,.0025132952723652
ARG,2008,pon,pch,hea_sh,t10,.0082276128232479
ARG,2008,pon,pch,hea_sh,tot,.0442657172679901
ARG,2008,pon,pch,mbe_sh,b50,.0287105012685061
ARG,2008,pon,pch,mbe_sh,m40,.0128451809287071
ARG,2008,pon,pch,mbe_sh,t1,.0081168301403522
ARG,2008,pon,pch,mbe_sh,t10,.0069434819743037
ARG,2008,pon,pch,mbe_sh,tot,.0130653819069266
ARG,2008,pon,pch,oex_sh,b50,.1501372009515762
ARG,2008,pon,pch,oex_sh,m40,.2032563537359238
ARG,2008,pon,pch,oex_sh,t1,.2188344597816467
ARG,2008,pon,pch,oex_sh,t10,.2159345000982285
ARG,2008,pon,pch,oex_sh,tot,.1997260898351669
ARG,2008,pon,pch,wmbe_sh,b50,.513045072555542
ARG,2008,pon,pch,wmbe_sh,m40,.7063897252082825
ARG,2008,pon,pch,wmbe_sh,t1,.7662414312362671
ARG,2008,pon,pch,wmbe_sh,t10,.7571533918380737
ARG,2008,pon,pch,wmbe_sh,tot,.695361316204071
ARG,2009,pon,pch,edu_sh,b50,.1631942391395569
ARG,2009,pon,pch,edu_sh,m40,.0458894334733486
ARG,2009,pon,pch,edu_sh,t1,.0050315917469561
ARG,2009,pon,pch,edu_sh,t10,.0124337440356612
ARG,2009,pon,pch,edu_sh,tot,.0516112260520458
ARG,2009,pon,pch,hea_sh,b50,.1834768503904343
ARG,2009,pon,pch,hea_sh,m40,.0440903604030609
ARG,2009,pon,pch,hea_sh,t1,.0027752602472901
ARG,2009,pon,pch,hea_sh,t10,.0091699492186308
ARG,2009,pon,pch,hea_sh,tot,.0528159365057945
ARG,2009,pon,pch,mbe_sh,b50,.030681075528264
ARG,2009,pon,pch,mbe_sh,m40,.0112428814172745
ARG,2009,pon,pch,mbe_sh,t1,.0044982880353928
ARG,2009,pon,pch,mbe_sh,t10,.0034271762706339
ARG,2009,pon,pch,mbe_sh,tot,.0112853348255157
ARG,2009,pon,pch,oex_sh,b50,.1504136919975281
ARG,2009,pon,pch,oex_sh,m40,.2130763977766037
ARG,2009,pon,pch,oex_sh,t1,.2323191165924072
ARG,2009,pon,pch,oex_sh,t10,.2290879637002945
ARG,2009,pon,pch,oex_sh,tot,.2092783898115158
ARG,2009,pon,pch,wmbe_sh,b50,.4722344577312469
ARG,2009,pon,pch,wmbe_sh,m40,.6857010126113892
ARG,2009,pon,pch,wmbe_sh,t1,.7553756833076477
ARG,2009,pon,pch,wmbe_sh,t10,.7458810806274414
ARG,2009,pon,pch,wmbe_sh,tot,.6750091910362244
ARG,2010,pon,pch,edu_sh,b50,.1471469402313232
ARG,2010,pon,pch,edu_sh,m40,.0436550043523312
ARG,2010,pon,pch,edu_sh,t1,.0040659164078534
ARG,2010,pon,pch,edu_sh,t10,.0110094575211406
ARG,2010,pon,pch,edu_sh,tot,.0474870093166828
ARG,2010,pon,pch,hea_sh,b50,.17958664894104
ARG,2010,pon,pch,hea_sh,m40,.0452787689864635
ARG,2010,pon,pch,hea_sh,t1,.0028397247660905
ARG,2010,pon,pch,hea_sh,t10,.008848768658936
ARG,2010,pon,pch,hea_sh,tot,.0526909194886684
ARG,2010,pon,pch,mbe_sh,b50,.0363198593258858
ARG,2010,pon,pch,mbe_sh,m40,.0096350954845548
ARG,2010,pon,pch,mbe_sh,t1,.0145611613988876
ARG,2010,pon,pch,mbe_sh,t10,.0070226565003395
ARG,2010,pon,pch,mbe_sh,tot,.0130083942785859
ARG,2010,pon,pch,oex_sh,b50,.156994640827179
ARG,2010,pon,pch,oex_sh,m40,.2151143401861191
ARG,2010,pon,pch,oex_sh,t1,.2344851344823837
ARG,2010,pon,pch,oex_sh,t10,.2314256131649017
ARG,2010,pon,pch,oex_sh,tot,.2121315002441406
ARG,2010,pon,pch,wmbe_sh,b50,.4799517393112183
ARG,2010,pon,pch,wmbe_sh,m40,.6863170266151428
ARG,2010,pon,pch,wmbe_sh,t1,.744047999382019
ARG,2010,pon,pch,wmbe_sh,t10,.7416934370994568
ARG,2010,pon,pch,wmbe_sh,tot,.6746821999549866
ARG,2011,pon,pch,edu_sh,b50,.1412106156349182
ARG,2011,pon,pch,edu_sh,m40,.0439152531325817
ARG,2011,pon,pch,edu_sh,t1,.0048598586581647
ARG,2011,pon,pch,edu_sh,t10,.0127197252586484
ARG,2011,pon,pch,edu_sh,tot,.0496646650135517
ARG,2011,pon,pch,hea_sh,b50,.1665052175521851
ARG,2011,pon,pch,hea_sh,m40,.0441523306071758
ARG,2011,pon,pch,hea_sh,t1,.0037098990287632
ARG,2011,pon,pch,hea_sh,t10,.0098157478496432
ARG,2011,pon,pch,hea_sh,tot,.0532401986420155
ARG,2011,pon,pch,mbe_sh,b50,.0375351123511791
ARG,2011,pon,pch,mbe_sh,m40,.0098056895658374
ARG,2011,pon,pch,mbe_sh,t1,.0016369366785511
ARG,2011,pon,pch,mbe_sh,t10,.0036171351093799
ARG,2011,pon,pch,mbe_sh,tot,.0124702472239733
ARG,2011,pon,pch,oex_sh,b50,.1665172427892685
ARG,2011,pon,pch,oex_sh,m40,.2212959825992584
ARG,2011,pon,pch,oex_sh,t1,.2405875027179718
ARG,2011,pon,pch,oex_sh,t10,.2371984869241714
ARG,2011,pon,pch,oex_sh,tot,.2174283266067505
ARG,2011,pon,pch,wmbe_sh,b50,.4882318079471588
ARG,2011,pon,pch,wmbe_sh,m40,.680830717086792
ARG,2011,pon,pch,wmbe_sh,t1,.7492058277130127
ARG,2011,pon,pch,wmbe_sh,t10,.7366488575935364
ARG,2011,pon,pch,wmbe_sh,tot,.66719651222229
ARG,2012,pon,pch,edu_sh,b50,.1354899853467941
ARG,2012,pon,pch,edu_sh,m40,.0424679145216942
ARG,2012,pon,pch,edu_sh,t1,.0062304977327585
ARG,2012,pon,pch,edu_sh,t10,.0128727108240128
ARG,2012,pon,pch,edu_sh,tot,.0488849729299545
ARG,2012,pon,pch,hea_sh,b50,.1709070652723312
ARG,2012,pon,pch,hea_sh,m40,.0456216000020504
ARG,2012,pon,pch,hea_sh,t1,.003894176101312
ARG,2012,pon,pch,hea_sh,t10,.0106088612228632
ARG,2012,pon,pch,hea_sh,tot,.0560452081263065
ARG,2012,pon,pch,mbe_sh,b50,.0319325067102909
ARG,2012,pon,pch,mbe_sh,m40,.0100210066884756
ARG,2012,pon,pch,mbe_sh,t1,.0001064175085048
ARG,2012,pon,pch,mbe_sh,t10,.0023980305995792
ARG,2012,pon,pch,mbe_sh,tot,.0112930871546268
ARG,2012,pon,pch,oex_sh,b50,.1723619699478149
ARG,2012,pon,pch,oex_sh,m40,.22857566177845
ARG,2012,pon,pch,oex_sh,t1,.2481200695037842
ARG,2012,pon,pch,oex_sh,t10,.2447714358568192
ARG,2012,pon,pch,oex_sh,tot,.2240773439407349
ARG,2012,pon,pch,wmbe_sh,b50,.4893087446689606
ARG,2012,pon,pch,wmbe_sh,m40,.6733137965202332
ARG,2012,pon,pch,wmbe_sh,t1,.74164879322052
ARG,2012,pon,pch,wmbe_sh,t10,.7293490171432495
ARG,2012,pon,pch,wmbe_sh,tot,.6596994400024414
ARG,2013,pon,pch,edu_sh,b50,.1390639543533325
ARG,2013,pon,pch,edu_sh,m40,.0429540872573853
ARG,2013,pon,pch,edu_sh,t1,.0049132611602545
ARG,2013,pon,pch,edu_sh,t10,.0123916007578373
ARG,2013,pon,pch,edu_sh,tot,.0489433854818344
ARG,2013,pon,pch,hea_sh,b50,.1752207428216934
ARG,2013,pon,pch,hea_sh,m40,.0459853149950504
ARG,2013,pon,pch,hea_sh,t1,.0031059228349477
ARG,2013,pon,pch,hea_sh,t10,.010106629692018
ARG,2013,pon,pch,hea_sh,tot,.0559978112578392
ARG,2013,pon,pch,mbe_sh,b50,.0350243672728539
ARG,2013,pon,pch,mbe_sh,m40,.0086427526548505
ARG,2013,pon,pch,mbe_sh,t1,.0017616252880543
ARG,2013,pon,pch,mbe_sh,t10,.00261151464656
ARG,2013,pon,pch,mbe_sh,tot,.011172073893249
ARG,2013,pon,pch,oex_sh,b50,.1771184056997299
ARG,2013,pon,pch,oex_sh,m40,.2375819832086563
ARG,2013,pon,pch,oex_sh,t1,.258684366941452
ARG,2013,pon,pch,oex_sh,t10,.2549083828926086
ARG,2013,pon,pch,oex_sh,tot,.2331004440784454
ARG,2013,pon,pch,wmbe_sh,b50,.4735730290412903
ARG,2013,pon,pch,wmbe_sh,m40,.6648357510566711
ARG,2013,pon,pch,wmbe_sh,t1,.7315348386764526
ARG,2013,pon,pch,wmbe_sh,t10,.7199819087982178
ARG,2013,pon,pch,wmbe_sh,tot,.6507863402366638
ARG,2014,pon,pch,edu_sh,b50,.1454160958528519
ARG,2014,pon,pch,edu_sh,m40,.0429578609764576
ARG,2014,pon,pch,edu_sh,t1,.0047696293331683
ARG,2014,pon,pch,edu_sh,t10,.0121471248567104
ARG,2014,pon,pch,edu_sh,tot,.0487482659518719
ARG,2014,pon,pch,hea_sh,b50,.1887233257293701
ARG,2014,pon,pch,hea_sh,m40,.047392338514328
ARG,2014,pon,pch,hea_sh,t1,.0032703937031329
ARG,2014,pon,pch,hea_sh,t10,.0103985108435154
ARG,2014,pon,pch,hea_sh,tot,.0575080923736095
ARG,2014,pon,pch,mbe_sh,b50,.0380148217082024
ARG,2014,pon,pch,mbe_sh,m40,.0093245981261134
ARG,2014,pon,pch,mbe_sh,t1,.0017563310684636
ARG,2014,pon,pch,mbe_sh,t10,.0021048570051789
ARG,2014,pon,pch,mbe_sh,tot,.0114901978522539
ARG,2014,pon,pch,oex_sh,b50,.1810160577297211
ARG,2014,pon,pch,oex_sh,m40,.2500616908073425
ARG,2014,pon,pch,oex_sh,t1,.2726888358592987
ARG,2014,pon,pch,oex_sh,t10,.2687012255191803
ARG,2014,pon,pch,oex_sh,tot,.2453387826681137
ARG,2014,pon,pch,wmbe_sh,b50,.4468297064304352
ARG,2014,pon,pch,wmbe_sh,m40,.6502634882926941
ARG,2014,pon,pch,wmbe_sh,t1,.7175147533416748
ARG,2014,pon,pch,wmbe_sh,t10,.7066482901573181
ARG,2014,pon,pch,wmbe_sh,tot,.6369146704673767
ARG,2017,pon,pch,edu_sh,b50,.1394411474466324
ARG,2017,pon,pch,edu_sh,m40,.0449699945747852
ARG,2017,pon,pch,edu_sh,t1,.0057366769760847
ARG,2017,pon,pch,edu_sh,t10,.012729873880744
ARG,2017,pon,pch,edu_sh,tot,.0502976924180984
ARG,2017,pon,pch,hea_sh,b50,.1854235678911209
ARG,2017,pon,pch,hea_sh,m40,.0504469983279705
ARG,2017,pon,pch,hea_sh,t1,.0048977904953063
ARG,2017,pon,pch,hea_sh,t10,.01140071824193
ARG,2017,pon,pch,hea_sh,tot,.06071562692523
ARG,2017,pon,pch,mbe_sh,b50,.0291504189372063
ARG,2017,pon,pch,mbe_sh,m40,.006086602807045
ARG,2017,pon,pch,mbe_sh,t1,.0002002525288844
ARG,2017,pon,pch,mbe_sh,t10,.0027076462283731
ARG,2017,pon,pch,mbe_sh,tot,.0090879332274199
ARG,2017,pon,pch,oex_sh,b50,.1881927251815796
ARG,2017,pon,pch,oex_sh,m40,.2541064321994781
ARG,2017,pon,pch,oex_sh,t1,.277922660112381
ARG,2017,pon,pch,oex_sh,t10,.2741314768791199
ARG,2017,pon,pch,oex_sh,tot,.2494543641805649
ARG,2017,pon,pch,wmbe_sh,b50,.4577919244766235
ARG,2017,pon,pch,wmbe_sh,m40,.6443899273872375
ARG,2017,pon,pch,wmbe_sh,t1,.7112424969673157
ARG,2017,pon,pch,wmbe_sh,t10,.6990302801132202
ARG,2017,pon,pch,wmbe_sh,tot,.630444347858429
ARG,2018,pon,pch,edu_sh,b50,.1309401392936707
ARG,2018,pon,pch,edu_sh,m40,.041799258440733
ARG,2018,pon,pch,edu_sh,t1,.0042833182960749
ARG,2018,pon,pch,edu_sh,t10,.0114826057106256
ARG,2018,pon,pch,edu_sh,tot,.0462897941470146
ARG,2018,pon,pch,hea_sh,b50,.178243413567543
ARG,2018,pon,pch,hea_sh,m40,.0482765361666679
ARG,2018,pon,pch,hea_sh,t1,.0029802464414388
ARG,2018,pon,pch,hea_sh,t10,.0101356068626046
ARG,2018,pon,pch,hea_sh,tot,.0571732856333256
ARG,2018,pon,pch,mbe_sh,b50,.0311947204172611
ARG,2018,pon,pch,mbe_sh,m40,.0079647824168205
ARG,2018,pon,pch,mbe_sh,t1,.0003358469111845
ARG,2018,pon,pch,mbe_sh,t10,.0016674848739058
ARG,2018,pon,pch,mbe_sh,tot,.0097565241158009
ARG,2018,pon,pch,oex_sh,b50,.1834378838539124
ARG,2018,pon,pch,oex_sh,m40,.2435141056776047
ARG,2018,pon,pch,oex_sh,t1,.2657009959220886
ARG,2018,pon,pch,oex_sh,t10,.2618564367294312
ARG,2018,pon,pch,oex_sh,tot,.2396776676177979
ARG,2018,pon,pch,wmbe_sh,b50,.4761834144592285
ARG,2018,pon,pch,wmbe_sh,m40,.658445417881012
ARG,2018,pon,pch,wmbe_sh,t1,.7266995906829834
ARG,2018,pon,pch,wmbe_sh,t10,.7148579359054565
ARG,2018,pon,pch,wmbe_sh,tot,.6471027135848999
ARG,2019,pon,pch,edu_sh,b50,.1440757811069489
ARG,2019,pon,pch,edu_sh,m40,.042937483638525
ARG,2019,pon,pch,edu_sh,t1,.0038405817467719
ARG,2019,pon,pch,edu_sh,t10,.0110729010775685
ARG,2019,pon,pch,edu_sh,tot,.0470154546201229
ARG,2019,pon,pch,hea_sh,b50,.2023470550775528
ARG,2019,pon,pch,hea_sh,m40,.0508128553628922
ARG,2019,pon,pch,hea_sh,t1,.0029642863664776
ARG,2019,pon,pch,hea_sh,t10,.0102621372789145
ARG,2019,pon,pch,hea_sh,tot,.0598553977906704
ARG,2019,pon,pch,mbe_sh,b50,.038830041885376
ARG,2019,pon,pch,mbe_sh,m40,.0099223293364048
ARG,2019,pon,pch,mbe_sh,t1,.0000854592362884
ARG,2019,pon,pch,mbe_sh,t10,.001133359153755
ARG,2019,pon,pch,mbe_sh,tot,.0112178605049849
ARG,2019,pon,pch,oex_sh,b50,.1657504737377167
ARG,2019,pon,pch,oex_sh,m40,.2325699031352997
ARG,2019,pon,pch,oex_sh,t1,.2548827230930328
ARG,2019,pon,pch,oex_sh,t10,.2511537671089172
ARG,2019,pon,pch,oex_sh,tot,.2288691997528076
ARG,2019,pon,pch,wmbe_sh,b50,.4489967226982117
ARG,2019,pon,pch,wmbe_sh,m40,.6637573838233948
ARG,2019,pon,pch,wmbe_sh,t1,.7382270097732544
ARG,2019,pon,pch,wmbe_sh,t10,.7263777852058411
ARG,2019,pon,pch,wmbe_sh,tot,.6530420780181885
ARG,2020,pon,pch,edu_sh,b50,.1517350822687149
ARG,2020,pon,pch,edu_sh,m40,.0434382408857346
ARG,2020,pon,pch,edu_sh,t1,.003927068784833
ARG,2020,pon,pch,edu_sh,t10,.0110179083421826
ARG,2020,pon,pch,edu_sh,tot,.047483291476965
ARG,2020,pon,pch,hea_sh,b50,.209837332367897
ARG,2020,pon,pch,hea_sh,m40,.0508257634937763
ARG,2020,pon,pch,hea_sh,t1,.0024984795600176
