"country","side","year","file","sheet","status","layout_family","warning"
"CHL","old",2021,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","2021","matched","year_sheets",
"CHL","old",2022,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","2022","matched","year_sheets",
"CHL","old",2023,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx","2023","matched","year_sheets",
"CHL","old",2024,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CHL/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2024 in CEI_merged.xlsx."
"CHL","old",,,,"warning","year_sheets","Multiple candidate workbooks found; selected CEI_merged.xlsx from CEI_merged.xlsx, CEI_merged.xls."
"CHL","new",2000,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls",,"missing_sheet","year_sheets","No matching sheet for year 2000 in CEI_anuario_2013-2024.xls."
"CHL","new",2001,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls",,"missing_sheet","year_sheets","No matching sheet for year 2001 in CEI_anuario_2013-2024.xls."
"CHL","new",2002,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls",,"missing_sheet","year_sheets","No matching sheet for year 2002 in CEI_anuario_2013-2024.xls."
"CHL","new",2003,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2003","matched","year_sheets",
"CHL","new",2004,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2004","matched","year_sheets",
"CHL","new",2005,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2005","matched","year_sheets",
"CHL","new",2006,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2006","matched","year_sheets",
"CHL","new",2007,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2007","matched","year_sheets",
"CHL","new",2008,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2008","matched","year_sheets",
"CHL","new",2009,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2009","matched","year_sheets",
"CHL","new",2010,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2010","matched","year_sheets",
"CHL","new",2011,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2011","matched","year_sheets",
"CHL","new",2012,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2012","matched","year_sheets",
"CHL","new",2013,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2013","matched","year_sheets",
"CHL","new",2014,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2014","matched","year_sheets",
"CHL","new",2015,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2015","matched","year_sheets",
"CHL","new",2016,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2016","matched","year_sheets",
"CHL","new",2017,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2017","matched","year_sheets",
"CHL","new",2018,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2018","matched","year_sheets",
"CHL","new",2019,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2019","matched","year_sheets",
"CHL","new",2020,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2020","matched","year_sheets",
"CHL","new",2021,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2021","matched","year_sheets",
"CHL","new",2022,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2022","matched","year_sheets",
"CHL","new",2023,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2023","matched","year_sheets",
"CHL","new",2024,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CHL/CEI_anuario_2013-2024.xls","2024","matched","year_sheets",
"COL","old",2000,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2000 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2001,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2001 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2002,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2002 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2003,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2003 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2004,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2004 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2005,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2005 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2006,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2006 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2007,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2007 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2008,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2008 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2009,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2009 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2010,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2010 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2011,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2011 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2012,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2012 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2013,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2013 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","old",2014,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2014","matched","year_sheets",
"COL","old",2015,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2015","matched","year_sheets",
"COL","old",2016,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2016","matched","year_sheets",
"COL","old",2017,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2017","matched","year_sheets",
"COL","old",2018,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2018","matched","year_sheets",
"COL","old",2019,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2019","matched","year_sheets",
"COL","old",2020,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2020","matched","year_sheets",
"COL","old",2021,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2021","matched","year_sheets",
"COL","old",2022,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2022","matched","year_sheets",
"COL","old",2023,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx","2023","matched","year_sheets",
"COL","old",2024,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2024 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2023p.xlsx."
"COL","new",2000,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2000 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2001,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2001 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2002,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2002 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2003,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2003 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2004,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2004 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2005,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2005 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2006,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2006 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2007,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2007 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2008,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2008 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2009,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2009 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2010,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2010 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2011,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2011 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2012,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2012 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2013,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2013 in anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx."
"COL","new",2014,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2014","matched","year_sheets",
"COL","new",2015,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2015","matched","year_sheets",
"COL","new",2016,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2016","matched","year_sheets",
"COL","new",2017,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2017","matched","year_sheets",
"COL","new",2018,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2018","matched","year_sheets",
"COL","new",2019,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2019","matched","year_sheets",
"COL","new",2020,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2020","matched","year_sheets",
"COL","new",2021,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2021","matched","year_sheets",
"COL","new",2022,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2022","matched","year_sheets",
"COL","new",2023,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2023","matched","year_sheets",
"COL","new",2024,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/COL/anex-CuentasNalAnuales-CuentasEconomicasIntegradas-2024p.xlsx","2024","matched","year_sheets",
"CRI","old",2000,,,"missing_file","year_sheets",
"CRI","old",2001,,,"missing_file","year_sheets",
"CRI","old",2002,,,"missing_file","year_sheets",
"CRI","old",2003,,,"missing_file","year_sheets",
"CRI","old",2004,,,"missing_file","year_sheets",
"CRI","old",2005,,,"missing_file","year_sheets",
"CRI","old",2006,,,"missing_file","year_sheets",
"CRI","old",2007,,,"missing_file","year_sheets",
"CRI","old",2008,,,"missing_file","year_sheets",
"CRI","old",2009,,,"missing_file","year_sheets",
"CRI","old",2010,,,"missing_file","year_sheets",
"CRI","old",2011,,,"missing_file","year_sheets",
"CRI","old",2012,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2012.xlsx","CEI2012","matched","year_sheets",
"CRI","old",2013,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2013.xlsx","CEI2013","matched","year_sheets",
"CRI","old",2014,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2014.xlsx","CEI2014","matched","year_sheets",
"CRI","old",2015,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2015.xlsx","CEI2015","matched","year_sheets",
"CRI","old",2016,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2016.xlsx","CEI2016","matched","year_sheets",
"CRI","old",2017,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2017.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","old",2018,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2018.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","old",2019,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2019.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","old",2020,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2020.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","old",2021,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/CRI/Cuentas_Economicas_Integradas_2021.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","old",2022,,,"missing_file","year_sheets",
"CRI","old",2023,,,"missing_file","year_sheets",
"CRI","old",2024,,,"missing_file","year_sheets",
"CRI","new",2000,,,"missing_file","year_sheets",
"CRI","new",2001,,,"missing_file","year_sheets",
"CRI","new",2002,,,"missing_file","year_sheets",
"CRI","new",2003,,,"missing_file","year_sheets",
"CRI","new",2004,,,"missing_file","year_sheets",
"CRI","new",2005,,,"missing_file","year_sheets",
"CRI","new",2006,,,"missing_file","year_sheets",
"CRI","new",2007,,,"missing_file","year_sheets",
"CRI","new",2008,,,"missing_file","year_sheets",
"CRI","new",2009,,,"missing_file","year_sheets",
"CRI","new",2010,,,"missing_file","year_sheets",
"CRI","new",2011,,,"missing_file","year_sheets",
"CRI","new",2012,,,"missing_file","year_sheets",
"CRI","new",2013,,,"missing_file","year_sheets",
"CRI","new",2014,,,"missing_file","year_sheets",
"CRI","new",2015,,,"missing_file","year_sheets",
"CRI","new",2016,,,"missing_file","year_sheets",
"CRI","new",2017,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CRI/CEI2017.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","new",2018,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CRI/CEI2018.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","new",2019,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CRI/CEI2019.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","new",2020,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CRI/CEI2020.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","new",2021,"/Users/iflores/Documents/GitHub/dina-latam/input_data/_new/country_sna/CRI/CEI2021.xlsx","CUENTAS CORRIENTES","matched","year_sheets",
"CRI","new",2022,,,"missing_file","year_sheets",
"CRI","new",2023,,,"missing_file","year_sheets",
"CRI","new",2024,,,"missing_file","year_sheets",
"PER","old",2000,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2000 in CEI_merged.xlsx."
"PER","old",2001,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2001 in CEI_merged.xlsx."
"PER","old",2002,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2002 in CEI_merged.xlsx."
"PER","old",2003,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2003 in CEI_merged.xlsx."
"PER","old",2004,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2004 in CEI_merged.xlsx."
"PER","old",2005,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2005 in CEI_merged.xlsx."
"PER","old",2006,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx",,"missing_sheet","year_sheets","No matching sheet for year 2006 in CEI_merged.xlsx."
"PER","old",2007,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","2007","matched","year_sheets",
"PER","old",2008,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","2008","matched","year_sheets",
"PER","old",2009,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","2009","matched","year_sheets",
"PER","old",2010,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","2010","matched","year_sheets",
"PER","old",2011,"/Users/iflores/Documents/GitHub/dina-latam/input_data/sna_country_data/PER/CEI_merged.xlsx","2011","matched","year_sheets",
